# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	117353	118465	-							amb0102	1113		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	117353	118465	-	BAE48906.1			UDP-N-acetylglucosamine 2-epimerase			amb0102	1113	370	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	118468	119088	-							amb0103	621		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	118468	119088	-	BAE48907.1			Phosphoheptose isomerase			amb0103	621	206	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	119094	120389	-							amb0104	1296		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	119094	120389	-	BAE48908.1			Lipid A core - O-antigen ligase and related enzyme			amb0104	1296	431	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	120389	122272	-							amb0105	1884		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	120389	122272	-	BAE48909.1			Asparagine synthase			amb0105	1884	627	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	122413	122892	+							amb0106	480		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	122413	122892	+	BAE48910.1			Acetyltransferase			amb0106	480	159	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	122895	124298	+							amb0107	1404		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	122895	124298	+	BAE48911.1			hypothetical protein			amb0107	1404	467	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	124302	125303	+							amb0108	1002		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	124302	125303	+	BAE48912.1			Nucleoside-diphosphate-sugar epimerase			amb0108	1002	333	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	125307	127205	-							amb0109	1899		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	125307	127205	-	BAE48913.1			hypothetical protein			amb0109	1899	632	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	127202	128143	-							amb0110	942		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	127202	128143	-	BAE48914.1			Glycosyltransferase			amb0110	942	313	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	128152	129339	-							amb0111	1188		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	128152	129339	-	BAE48915.1			Predicted pyridoxal phosphate-dependent enzyme			amb0111	1188	395	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	129461	130039	+							amb0112	579		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	129461	130039	+	BAE48916.1			Acetyltransferase			amb0112	579	192	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	130426	132054	+							amb0113	1629		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	130426	132054	+	BAE48917.1			hypothetical protein			amb0113	1629	542	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	132051	132917	+							amb0114	867		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	132051	132917	+	BAE48918.1			SAM-dependent methyltransferase			amb0114	867	288	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	133320	134021	+							amb0115	702		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	133320	134021	+	BAE48919.1			Glycosyltransferase			amb0115	702	233	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	134155	134868	+							amb0116	714		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	134155	134868	+	BAE48920.1			Fe-S oxidoreductase			amb0116	714	237	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	134986	135693	+							amb0117	708		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	134986	135693	+	BAE48921.1			hypothetical protein			amb0117	708	235	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	135697	137157	+							amb0118	1461		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	135697	137157	+	BAE48922.1			Fe-S oxidoreductase			amb0118	1461	486	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	137193	139112	+							amb0119	1920		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	137193	139112	+	BAE48923.1			Asparagine synthase			amb0119	1920	639	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	139109	140809	+							amb0120	1701		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	139109	140809	+	BAE48924.1			hypothetical protein			amb0120	1701	566	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	140887	141732	+							amb0121	846		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	140887	141732	+	BAE48925.1			Nucleoside-diphosphate-sugar pyrophosphorylase			amb0121	846	281	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	141729	142685	+							amb0122	957		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	141729	142685	+	BAE48926.1			Nucleoside-diphosphate-sugar epimerase			amb0122	957	318	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	142699	143727	+							amb0123	1029		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	142699	143727	+	BAE48927.1			Nucleoside-diphosphate-sugar epimerase			amb0123	1029	342	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	143837	144346	+							amb0124	510		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	143837	144346	+	BAE48928.1			dTDP-4-dehydrorhamnose 3,5-epimerase and related enzyme			amb0124	510	169	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	144346	145230	+							amb0125	885		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	144346	145230	+	BAE48929.1			Glycosyltransferase			amb0125	885	294	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	145312	146325	+							amb0126	1014		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	145312	146325	+	BAE48930.1			Predicted dehydrogenase and related protein			amb0126	1014	337	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	146342	147442	+							amb0127	1101		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	146342	147442	+	BAE48931.1			Erythromycin biosynthesis sensory transduction protein eryC1			amb0127	1101	366	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	147473	148390	-							amb0128	918		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	147473	148390	-	BAE48932.1			Predicted phosphohydrolase			amb0128	918	305	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	148844	150187	+							amb0129	1344		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	148844	150187	+	BAE48933.1			hypothetical protein			amb0129	1344	447	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	150184	151299	+							amb0130	1116		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	150184	151299	+	BAE48934.1			Histidinol-phosphate/aromatic aminotransferase and cobyric acid decarboxylase			amb0130	1116	371	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	151296	152384	+							amb0131	1089		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	151296	152384	+	BAE48935.1			Predicted dehydrogenase and related protein			amb0131	1089	362	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	152387	153427	+							amb0132	1041		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	152387	153427	+	BAE48936.1			Predicted dehydrogenase and related protein			amb0132	1041	346	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	153441	154208	+							amb0133	768		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	153441	154208	+	BAE48937.1			CMP-2-keto-3-deoxyoctulosonic acid synthetase			amb0133	768	255	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	154213	154929	+							amb0134	717		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	154213	154929	+	BAE48938.1			Dehydrogenase with different specificities			amb0134	717	238	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	154934	155992	+							amb0135	1059		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	154934	155992	+	BAE48939.1			3-dehydroquinate synthetase			amb0135	1059	352	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	155989	156945	+							amb0136	957		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	155989	156945	+	BAE48940.1			Phosphoglycerate dehydrogenase and related dehydrogenase			amb0136	957	318	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	157028	158740	+							amb0137	1713		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	157028	158740	+	BAE48941.1			hypothetical protein			amb0137	1713	570	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	158768	159712	-							amb0138	945		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	158768	159712	-	BAE48942.1			Predicted dehydrogenase and related protein			amb0138	945	314	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	159690	160751	-							amb0139	1062		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	159690	160751	-	BAE48943.1			Nucleoside-diphosphate-sugar epimerase			amb0139	1062	353	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	160751	161995	-							amb0140	1245		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	160751	161995	-	BAE48944.1			SAM-dependent methyltransferase			amb0140	1245	414	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	162000	162479	-							amb0141	480		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	162000	162479	-	BAE48945.1			hypothetical protein			amb0141	480	159	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	162492	163199	-							amb0142	708		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	162492	163199	-	BAE48946.1			Glycosyltransferase			amb0142	708	235	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	163344	165542	-							amb0143	2199		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	163344	165542	-	BAE48947.1			hypothetical protein			amb0143	2199	732	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	166520	167797	-							amb0144	1278		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	166520	167797	-	BAE48948.1			UDP-N-acetyl-D-mannosaminuronate dehydrogenase			amb0144	1278	425	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	167871	169130	-							amb0145	1260		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	167871	169130	-	BAE48949.1			Glycosyltransferase			amb0145	1260	419	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	169112	169660	-							amb0146	549		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	169112	169660	-	BAE48950.1			Histidinol phosphatase and related phosphatase			amb0146	549	182	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	169657	170952	-							amb0147	1296		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	169657	170952	-	BAE48951.1			tRNA and rRNA cytosine-C5-methylase			amb0147	1296	431	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	172059	173099	-							amb0148	1041		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	172059	173099	-	BAE48952.1			hypothetical protein			amb0148	1041	346	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	173105	173860	-							amb0149	756		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	173105	173860	-	BAE48953.1			Glycosyltransferase			amb0149	756	251	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	173857	175008	-							amb0150	1152		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	173857	175008	-	BAE48954.1			Glycosyltransferase			amb0150	1152	383	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	175021	175752	-							amb0151	732		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	175021	175752	-	BAE48955.1			Predicted xylanase/chitin deacetylase			amb0151	732	243	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	175817	177124	-							amb0152	1308		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	175817	177124	-	BAE48956.1			Uncharacterized conserved protein			amb0152	1308	435	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	177163	178149	+							amb0153	987		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	177163	178149	+	BAE48957.1			Molybdenum cofactor biosynthesis enzyme			amb0153	987	328	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	178136	179317	-							amb0154	1182		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	178136	179317	-	BAE48958.1			hypothetical protein			amb0154	1182	393	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	179319	180770	-							amb0155	1452		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	179319	180770	-	BAE48959.1			Predicted membrane protein			amb0155	1452	483	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	180770	181519	-							amb0156	750		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	180770	181519	-	BAE48960.1			dTDP-glucose pyrophosphorylase			amb0156	750	249	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	181516	182259	-							amb0157	744		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	181516	182259	-	BAE48961.1			Nucleoside-diphosphate-sugar pyrophosphorylase			amb0157	744	247	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	182256	182888	-							amb0158	633		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	182256	182888	-	BAE48962.1			Predicted phosphatase/phosphohexomutase			amb0158	633	210	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	182885	183685	-							amb0159	801		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	182885	183685	-	BAE48963.1			hypothetical protein			amb0159	801	266	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	183710	184747	+							amb0160	1038		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	183710	184747	+	BAE48964.1			hypothetical protein			amb0160	1038	345	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	184747	185691	+							amb0161	945		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	184747	185691	+	BAE48965.1			Hypothetical 347 kDa protein y4aF			amb0161	945	314	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	185728	186495	+							amb0162	768		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	185728	186495	+	BAE48966.1			Predicted sugar kinase			amb0162	768	255	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	186495	187541	+							amb0163	1047		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	186495	187541	+	BAE48967.1			Putative ammonia monooxygenase			amb0163	1047	348	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	187538	188020	+							amb0164	483		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	187538	188020	+	BAE48968.1			hypothetical protein			amb0164	483	160	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	188146	188670	+							amb0165	525		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	188146	188670	+	BAE48969.1			hypothetical protein			amb0165	525	174	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	188726	190123	-							amb0166	1398		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	188726	190123	-	BAE48970.1			UDP-N-acetylmuramate-alanine ligase			amb0166	1398	465	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	190174	191019	+							amb0167	846		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	190174	191019	+	BAE48971.1			Uncharacterized protein			amb0167	846	281	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	191240	192112	+							amb0168	873		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	191240	192112	+	BAE48972.1			Shikimate kinase			amb0168	873	290	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	192333	193736	+							amb0169	1404		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	192333	193736	+	BAE48973.1			NADH:ubiquinone oxidoreductase			amb0169	1404	467	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	193733	196408	+							amb0170	2676		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	193733	196408	+	BAE48974.1			FdhA-II protein			amb0170	2676	891	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	196609	197079	+							amb0171	471		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	196609	197079	+	BAE48975.1			hypothetical protein			amb0171	471	156	
