# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	101607	102569	+	ABK42626.1			sigma54 specific transcriptional regulator, Fis family			Mmc1_0097	963	320	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	102678	103601	-							Mmc1_0098	924		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	102678	103601	-	ABK42627.1			dihydroorotate oxidase B, electron transfer subunit			Mmc1_0098	924	307	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	103804	104160	-							Mmc1_0099	357		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	103804	104160	-	ABK42628.1			hypothetical protein			Mmc1_0099	357	118	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	104173	104538	-							Mmc1_0100	366		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	104173	104538	-	ABK42629.1			nitrogen regulatory protein P-II			Mmc1_0100	366	121	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	104535	106340	-							Mmc1_0101	1806		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	104535	106340	-	ABK42630.1			protein of unknown function DUF1538			Mmc1_0101	1806	601	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	106509	107795	-							Mmc1_0102	1287		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	106509	107795	-	ABK42631.1			dihydroorotase			Mmc1_0102	1287	428	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	107792	108781	-							Mmc1_0103	990		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	107792	108781	-	ABK42632.1			aspartate carbamoyltransferase			Mmc1_0103	990	329	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	108831	109379	-							Mmc1_0104	549		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	108831	109379	-	ABK42633.1			phosphoribosyltransferase			Mmc1_0104	549	182	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	109450	110055	+							Mmc1_0105	606		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	109450	110055	+	ABK42634.1			NUDIX hydrolase			Mmc1_0105	606	201	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	110180	111577	+							Mmc1_0106	1398		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	110180	111577	+	ABK42635.1			hypothetical protein			Mmc1_0106	1398	465	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	111585	112298	-							Mmc1_0107	714		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	111585	112298	-	ABK42636.1			hypothetical protein			Mmc1_0107	714	237	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	112295	113317	-							Mmc1_0108	1023		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	112295	113317	-	ABK42637.1			conserved hypothetical protein			Mmc1_0108	1023	340	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	113431	113673	+							Mmc1_0109	243		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	113431	113673	+	ABK42638.1			hypothetical protein			Mmc1_0109	243	80	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	114158	115123	+							Mmc1_0110	966		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	114158	115123	+	ABK42639.1			permease			Mmc1_0110	966	321	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	115146	115379	+							Mmc1_0111	234		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	115146	115379	+	ABK42640.1			thiol-disulfide isomerase and thioredoxins			Mmc1_0111	234	77	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	115802	117094	+							Mmc1_0112	1293		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	115802	117094	+	ABK42641.1			conserved hypothetical protein			Mmc1_0112	1293	430	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	117099	117803	+							Mmc1_0113	705		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	117099	117803	+	ABK42642.1			hypothetical protein			Mmc1_0113	705	234	
gene	pseudogene	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	118084	118248	-							Mmc1_0114	165		pseudo
gene	pseudogene	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	118245	118673	-							Mmc1_0115	429		pseudo
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	118832	120241	+							Mmc1_0116	1410		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	118832	120241	+	ABK42643.1			hypothetical protein			Mmc1_0116	1410	469	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	120076	121734	-							Mmc1_0117	1659		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	120076	121734	-	ABK42644.1			putative nitric oxide reductase activation protein			Mmc1_0117	1659	552	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	121739	122698	-							Mmc1_0118	960		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	121739	122698	-	ABK42645.1			iron-sulfur cluster-binding protein			Mmc1_0118	960	319	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	122737	123549	-							Mmc1_0119	813		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	122737	123549	-	ABK42646.1			ATPase associated with various cellular activities, AAA_5			Mmc1_0119	813	270	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	123629	125011	-							Mmc1_0120	1383		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	123629	125011	-	ABK42647.1			nitric oxide reductase, NorB subunit apoprotein			Mmc1_0120	1383	460	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	125025	125465	-							Mmc1_0121	441		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	125025	125465	-	ABK42648.1			nitric oxide reductase, NorC subunit apoprotein			Mmc1_0121	441	146	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	126903	127619	-							Mmc1_0122	717		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	126903	127619	-	ABK42649.1			hypothetical protein			Mmc1_0122	717	238	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	127974	128348	+							Mmc1_0123	375		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	127974	128348	+	ABK42650.1			hypothetical protein			Mmc1_0123	375	124	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	128914	131037	+							Mmc1_0124	2124		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	128914	131037	+	ABK42651.1			translation elongation factor 2 (EF-2/EF-G)			Mmc1_0124	2124	707	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	131289	131552	+							Mmc1_0125	264		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	131289	131552	+	ABK42652.1			hypothetical protein			Mmc1_0125	264	87	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	131620	132234	+							Mmc1_0126	615		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	131620	132234	+	ABK42653.1			hypothetical protein			Mmc1_0126	615	204	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	133279	134679	+							Mmc1_0127	1401		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	133279	134679	+	ABK42654.1			peptidase M16 domain protein			Mmc1_0127	1401	466	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	134709	135095	-							Mmc1_0128	387		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	134709	135095	-	ABK42655.1			protein of unknown function DUF486			Mmc1_0128	387	128	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	135318	136931	-							Mmc1_0129	1614		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	135318	136931	-	ABK42656.1			type I restriction-modification system, M subunit			Mmc1_0129	1614	537	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	136928	138028	-							Mmc1_0130	1101		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	136928	138028	-	ABK42657.1			anticodon nuclease			Mmc1_0130	1101	366	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	138025	139032	-							Mmc1_0131	1008		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	138025	139032	-	ABK42658.1			DNA-binding protein			Mmc1_0131	1008	335	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	139029	140312	-							Mmc1_0132	1284		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	139029	140312	-	ABK42659.1			restriction modification system DNA specificity domain			Mmc1_0132	1284	427	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	140391	141236	-							Mmc1_0133	846		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	140391	141236	-	ABK42660.1			DNA-damage-inducible protein D			Mmc1_0133	846	281	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	141254	144301	-							Mmc1_0134	3048		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	141254	144301	-	ABK42661.1			type I site-specific deoxyribonuclease, HsdR family			Mmc1_0134	3048	1015	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	144686	145177	-							Mmc1_0135	492		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	144686	145177	-	ABK42662.1			methylated-DNA--protein-cysteine methyltransferase			Mmc1_0135	492	163	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	145506	145715	-							Mmc1_0136	210		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	145506	145715	-	ABK42663.1			LSU ribosomal protein L31P			Mmc1_0136	210	69	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	145879	147144	-							Mmc1_0137	1266		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	145879	147144	-	ABK42664.1			transcription termination factor Rho			Mmc1_0137	1266	421	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	147442	148494	+							Mmc1_0138	1053		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	147442	148494	+	ABK42665.1			Pseudouridylate synthase			Mmc1_0138	1053	350	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	148539	149393	-							Mmc1_0139	855		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	148539	149393	-	ABK42666.1			oxidoreductase FAD/NAD(P)-binding domain protein			Mmc1_0139	855	284	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	149649	150197	+							Mmc1_0140	549		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	149649	150197	+	ABK42667.1			hypothetical protein			Mmc1_0140	549	182	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	150542	151063	+							Mmc1_0141	522		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	150542	151063	+	ABK42668.1			conserved hypothetical protein			Mmc1_0141	522	173	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	151501	152022	+							Mmc1_0142	522		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	151501	152022	+	ABK42669.1			peptide deformylase			Mmc1_0142	522	173	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	152019	152957	+							Mmc1_0143	939		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	152019	152957	+	ABK42670.1			methionyl-tRNA formyltransferase			Mmc1_0143	939	312	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	153069	153914	+							Mmc1_0144	846		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	153069	153914	+	ABK42671.1			Heat shock protein, Metallo peptidase, MEROPS family M48B			Mmc1_0144	846	281	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	153996	154907	-							Mmc1_0145	912		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	153996	154907	-	ABK42672.1			hypothetical protein			Mmc1_0145	912	303	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	155144	156010	-							Mmc1_0146	867		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	155144	156010	-	ABK42673.1			protein of unknown function DUF344			Mmc1_0146	867	288	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	156172	158757	-							Mmc1_0147	2586		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	156172	158757	-	ABK42674.1			ATPase AAA-2 domain protein			Mmc1_0147	2586	861	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	158901	159929	+							Mmc1_0148	1029		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	158901	159929	+	ABK42675.1			polysaccharide deacetylase			Mmc1_0148	1029	342	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	159960	160250	+							Mmc1_0149	291		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	159960	160250	+	ABK42676.1			hypothetical protein			Mmc1_0149	291	96	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	160250	161941	+							Mmc1_0150	1692		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	160250	161941	+	ABK42677.1			FkbH like protein			Mmc1_0150	1692	563	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	161928	162956	+							Mmc1_0151	1029		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	161928	162956	+	ABK42678.1			hypothetical protein			Mmc1_0151	1029	342	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	163172	163576	+							Mmc1_0152	405		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	163172	163576	+	ABK42679.1			anti-sigma-factor antagonist			Mmc1_0152	405	134	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	163846	164055	+							Mmc1_0153	210		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	163846	164055	+	ABK42680.1			hypothetical protein			Mmc1_0153	210	69	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	164855	165130	+							Mmc1_0154	276		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	164855	165130	+	ABK42681.1			hypothetical protein			Mmc1_0154	276	91	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	165365	165859	-							Mmc1_0155	495		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	165365	165859	-	ABK42682.1			hypothetical protein			Mmc1_0155	495	164	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	166168	167097	+							Mmc1_0156	930		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	166168	167097	+	ABK42683.1			type IV pilus assembly PilZ			Mmc1_0156	930	309	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	167323	168606	-							Mmc1_0157	1284		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	167323	168606	-	ABK42684.1			nucleoside recognition domain protein			Mmc1_0157	1284	427	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	169785	170987	-							Mmc1_0158	1203		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	169785	170987	-	ABK42685.1			Tetratricopeptide TPR_2 repeat protein			Mmc1_0158	1203	400	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	171166	173550	-							Mmc1_0159	2385		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	171166	173550	-	ABK42686.1			AsmA family protein			Mmc1_0159	2385	794	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	173579	174511	-							Mmc1_0160	933		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	173579	174511	-	ABK42687.1			NAD-dependent epimerase/dehydratase			Mmc1_0160	933	310	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	174594	175565	-							Mmc1_0161	972		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	174594	175565	-	ABK42688.1			hypothetical protein			Mmc1_0161	972	323	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	175862	176632	-							Mmc1_0162	771		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	175862	176632	-	ABK42689.1			conserved hypothetical protein			Mmc1_0162	771	256	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	177972	178988	-							Mmc1_0163	1017		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	177972	178988	-	ABK42690.1			thiamine-phosphate kinase			Mmc1_0163	1017	338	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	178991	179488	-							Mmc1_0164	498		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	178991	179488	-	ABK42691.1			NusB antitermination factor			Mmc1_0164	498	165	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	179498	179968	-							Mmc1_0165	471		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	179498	179968	-	ABK42692.1			6,7-dimethyl-8-ribityllumazine synthase			Mmc1_0165	471	156	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	179987	181213	-							Mmc1_0166	1227		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	179987	181213	-	ABK42693.1			3,4-dihydroxy-2-butanone 4-phosphate synthase			Mmc1_0166	1227	408	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	181224	181895	-							Mmc1_0167	672		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	181224	181895	-	ABK42694.1			riboflavin synthase, alpha subunit			Mmc1_0167	672	223	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	182103	183233	-							Mmc1_0168	1131		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	182103	183233	-	ABK42695.1			diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase			Mmc1_0168	1131	376	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	183412	184680	-							Mmc1_0169	1269		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	183412	184680	-	ABK42696.1			serine hydroxymethyltransferase			Mmc1_0169	1269	422	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	184748	185194	-							Mmc1_0170	447		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	184748	185194	-	ABK42697.1			ribose-5-phosphate isomerase			Mmc1_0170	447	148	
